"","Federal_District_eng","Federal_District_rus","Region_eng","Region_rus","Settlement_eng","Settlement_rus","long_city","lat_city","oktmo","num_population","pr_location_eng","pr_location_rus","distance_pedestrian","duration_pedestrian","distance_masstransit","duration_masstransit","Date","pr_type_rus","pr_type_eng","agreement","Prime_Org_eng","Prime_Org_rus","actor_kprf","actor_ldpr","actor_naval","actor_jr","actor_yab","actor_trade","actor_other","pr_number_mean","pr_number_min","pr_number_max","pr_number_category","pr_arrest","pr_arrest_category","act_arrest","link_1","link_2","link_3","source_type_rus","source_type_eng"
"1","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-06-22","пикет","mass picket",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,500,NA,NA,"under 1000","","no",NA,"https://www.interfax-russia.ru/siberia/news/altayskie-profsoyuzy-proveli-v-barnaule-piket-protiv-pensionnoy-reformy","https://www.solidarnost.org/longread/strana-piketov","","СМИ","mass media"
"2","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-07-01","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,200,NA,NA,"several hundreds","","no",NA,"https://www.kommersant.ru/doc/3674851","","","СМИ","mass media"
"3","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-07-01","митинг","rally",1,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,150,NA,NA,"several hundreds","","no",NA,"https://vk.com/1july_barnaul?w=wall-168195886_33","https://www.kommersant.ru/doc/3674851","https://vk.com/teamnavalny?w=wall-55284725_824222","и то и то","both"
"4","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"","",NA,NA,NA,NA,"2018-07-03","отказ - не состоялся","refusal - did not take place",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://yandex.ru/maps/197/barnaul/?ll=83.790594%2C53.331381&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=11","https://www.nakanune.ru/news/2018/06/25/22511560/","","СМИ","mass media"
"5","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-07-07","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1000,NA,NA,"more 1000","","no",NA,"https://politsib.ru/news/altayskie-kommunisty-proveli-miting-protiv-pensionnoy-reformy","https://vk.com/wall-87093443_1420","","и то и то","both"
"6","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Potok (rayon)","Микрорайон Поток",0,0,0,0,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1800,NA,NA,"more 1000","","no",NA,"http://vremya-bir.ru/2018/07/30/tysyachi-rossiyan-vyshli-na-aktsii-protesta-protiv-povysheniya-pensionnogo-vozrasta/","https://dailystorm.ru/vlast/kuda-idti-kogda-idti-nekuda-chinovniki-ne-znayut-chto-delat-s-pensionnymi-protestami","","СМИ","mass media"
"7","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Skver im Titova (park)","Сквер им. Титова",0,0,0,0,"2018-09-02","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,1,NA,NA,1500,NA,NA,"more 1000","","no",NA,"https://www.kommersant.ru/doc/3730991","https://newsnn.ru/news/society/02-09-2018/protest-ne-udalsya-mitingi-protiv-pensionnoy-reformy-okazalis-bezlyudnymi","","СМИ","mass media"
"8","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,200,NA,NA,"several hundreds","","no",NA,"https://www.sibreal.org/a/29479625.html","","","СМИ","mass media"
"9","Siberian","Сибирский","Altai region","Алтайский край","Barnaul","Барнаул",83.776856,53.346785,1701000,633432,"Svobody Square","Площадь Свободы",2150,1548,2284.93447204079,689,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,1,NA,1,1400,800,2000,"more 1000","","no",NA,"https://www.ng.ru/politics/2018-09-23/3_7316_kprf.html","https://www.yabloko.ru/news/2018/09/21-0","https://vz.ru/news/2018/9/22/942888.html","и то и то","both"
"10","Siberian","Сибирский","Altai region","Алтайский край","Biysk","Бийск",85.220656,52.541811,1705000,200576,"","",NA,NA,NA,NA,"2018-07-01","митинг","rally",1,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,80,NA,NA,"under 100","","no",NA,"https://www.kommersant.ru/doc/3674851","https://vk.com/teamnavalny?w=wall-55284725_824222","","и то и то","both"
"11","Siberian","Сибирский","Altai region","Алтайский край","Biysk","Бийск",85.220656,52.541811,1705000,200576,"","",NA,NA,NA,NA,"2018-07-01","митинг","rally",NA,"Kommunisty Rossii","Коммунисты России",NA,NA,NA,NA,NA,NA,1,50,NA,NA,"under 100","","no",NA,"https://www.kommersant.ru/doc/3674851","","","СМИ","mass media"
"12","Siberian","Сибирский","Altai region","Алтайский край","Biysk","Бийск",85.220656,52.541811,1705000,200576,"Petrovskij Boulevard","Петровский Бульвар",755,544,940.813976575915,382,"2018-07-03","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,1000,800,1200,"more 1000","","no",NA,"https://www.kommersant.ru/doc/3676317","https://newdaynews.ru/society/639509.html","","СМИ","mass media"
"13","Siberian","Сибирский","Altai region","Алтайский край","Biysk","Бийск",85.220656,52.541811,1705000,200576,"KSTs","КСЦ",0,0,0,0,"2018-09-02","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://biysk-ok.ru/2018/09/03/v-bijske-proshel-miting-protiv-pensionnoj-reformy/","","","СМИ","mass media"
"14","Siberian","Сибирский","Altai region","Алтайский край","Biysk","Бийск",85.220656,52.541811,1705000,200576,"9 janvarja Square","Площадь 9 января",6964,5014,8555.5414081549,1840,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.leftfront.org/?p=7358","https://vk.com/wall-26362316_824228","https://www.youtube.com/watch?v=iyHEGFVP6b4","блог","blog"
"15","Siberian","Сибирский","Altai region","Алтайский край","Novoaltajsk","Новоалтайск",83.931079,53.412021,1713000,73769,"","",NA,NA,NA,NA,"2018-06-24","отказ - не состоялся","refusal - did not take place",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://novoaltaysk.com/miting-protiv-povysheniya-pensionnogo-vozrasta-25-07-2018/","","","СМИ","mass media"
"16","Siberian","Сибирский","Altai region","Алтайский край","Novoaltajsk","Новоалтайск",83.931079,53.412021,1713000,73769,"Dom Kul'tury (Culture Center)","Дом Культуры ЖД",333,239,333,239,"2018-07-25","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,500,NA,NA,"under 1000","","no",NA,"https://kprf.ru/actions/kprf/177662.html","https://novoaltaysk.com/miting-protiv-povysheniya-pensionnogo-vozrasta-25-07-2018/","","и то и то","both"
"17","Siberian","Сибирский","Altai region","Алтайский край","Rubtsovsk","Рубцовск",81.217673,51.527623,1716000,134183,"","",NA,NA,NA,NA,"2018-07-17","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"more 1000","","no",NA,"https://kprf.ru/actions/kprf/177491.html","","","блог","blog"
"18","Siberian","Сибирский","Altai region","Алтайский край","Rubtsovsk","Рубцовск",81.217673,51.527623,1716000,134183,"Lenin Square","Площадь им. В.И. Ленина",42,30,42,30,"2018-09-02","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,800,NA,NA,"under 1000","","no",NA,"https://vrubcovske.ru/news/proisshestviya/13951-v-rubcovske-sostoyalsya-miting-protiv-pensionnoy-reformy.html","","","СМИ","mass media"
"19","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Arhara","Архара",130.087111,49.422293,10605151,8577,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","","СМИ","mass media"
"20","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Belogorsk","Белогорск",128.473926,50.921292,10710000,65809,"Privokzal'naja Square","Привокзальная Площадь",1053,758,1276.73979185365,660,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,200,NA,NA,"several hundreds","","no",NA,"http://просто-газета.рф/news/media/2018/7/31/belogorskie-kommunistyi-vyistupili-protiv-pensionnoj-reformyi/","https://vk.com/amur_kprf?w=wall-50844970_1579","https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","и то и то","both"
"21","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Blagoveschensk","Благовещенск",127.534611,50.257456,10701000,225810,"","",NA,NA,NA,NA,"2018-07-03","отказ - не состоялся","refusal - did not take place",0,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"","","no",NA,"https://www.amurnews.ru/dvazhdydva/216746/","","","СМИ","mass media"
"22","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Blagoveschensk","Благовещенск",127.534611,50.257456,10701000,225810,"Dom Molodezhi (Culture Center)","Дом Молодежи",366612,263960,NA,NA,"2018-07-09","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,500,NA,NA,"under 1000","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1523","https://vk.com/amur_kprf?w=wall-50844970_1523","","блог","blog"
"23","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Blagoveschensk","Благовещенск",127.534611,50.257456,10701000,225810,"Dom Molodezhi (Culture Center)","Дом Молодежи",366612,263960,NA,NA,"2018-07-27","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,500,NA,NA,"under 1000","","no",NA,"https://www.eastrussia.ru/news/amurskaya-oblast-prisoedinilas-k-protestam-protiv-pensionnoy-reformy-/","","","СМИ","mass media"
"24","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Blagoveschensk","Благовещенск",127.534611,50.257456,10701000,225810,"Dom Molodezhi (Culture Center)","Дом Молодежи",366612,263960,NA,NA,"2018-09-05","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,150,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1767","http://komsomolrf.ru/novosti/kazhdyj-nash-miting-kazhdyj-piket-udar-po-mraku-kapitala.html","","и то и то","both"
"25","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Blagoveschensk","Благовещенск",127.534611,50.257456,10701000,225810,"","",NA,NA,NA,NA,"2018-09-22","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","yes",NA,"https://vk.com/amur_kprf?w=wall-50844970_1807","","","блог","blog"
"26","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Zavitinsk","Завитинск",129.439318,50.106524,10621101,10445,"Tsentral'naja Square","Центральная Площадь",0,0,0,0,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","","СМИ","mass media"
"27","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Zeja","Зея",127.265889,53.734038,10712000,23093,"Kommunarov Square","Площадь Коммунаров",0,0,0,0,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,300,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1677","https://vk.com/amur_kprf?w=wall-50844970_1581","","блог","blog"
"28","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Zeja","Зея",127.265889,53.734038,10712000,23093,"Gidrostroiteley Square","Площадь Гидростроителей",2346,1689,5268.40678906726,1708,"2018-08-07","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,200,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1677","","","и то и то","both"
"29","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Novobureyskiy","Новобурейский",129.873447,49.79869,10615151,6808,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","","СМИ","mass media"
"30","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Progress","Прогресс",129.612657,49.755049,10775000,9683,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","","СМИ","mass media"
"31","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Rajchihinsk","Райчихинск",129.411255,49.794114,10720000,17098,"Center of City","Центр",0,0,0,0,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,1,NA,300,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1580","https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","и то и то","both"
"32","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Svobodnyj","Свободный",128.134156,51.375889,10730000,53404,"Lazo Square","Площадь Лазо",1884,1356,2873.95832636001,1093,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.youtube.com/watch?v=_ae8wkGPbvc","https://www.kprf.social/regional_news/socialnaya/adresa-i-vremya-vserossijskikh-mitingov-protesta-kprf-28-iyulya_21072018","","блог","blog"
"33","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Skovorodino","Сковородино",123.943641,53.987177,10649101,9050,"Hokkejnaja korobka (hockey place)","Хоккейная коробка",0,0,0,0,"2018-08-05","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,250,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1665","","","блог","blog"
"34","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Tynda","Тында",124.73644,55.149666,10732000,32920,"","",NA,NA,NA,NA,"2018-07-28","пикет","mass picket",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1584","https://www.rline.tv/news/2018-07-30-kprf-organizovala-mitingi-protiv-povysheniya-pensionnogo-vozrasta-v-volgograde-ulyanovske-kaluge-vla/","","и то и то","both"
"35","Far East","Дальневосточный","Amurskaya Oblast","Амурская область","Tynda","Тында",124.73644,55.149666,10732000,32920,"Dramteatr  (theatre)","Драмтеатр",0,0,0,0,"2018-08-05","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,350,NA,NA,"several hundreds","","no",NA,"https://vk.com/amur_kprf?w=wall-50844970_1668","","","блог","blog"
"36","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Leningradskiy Avenue, Lenin monument","Ленинградский проспект, памятник В. И. Ленину",7918,5701,8561.43769592046,1675,"2018-07-01","митинг","rally",1,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,300,NA,NA,"several hundreds","","no",NA,"https://29.ru/text/gorod/448351510544384.html","","","СМИ","mass media"
"37","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Solovetskij Kamen' Monument","Соловецкий Камень",NA,NA,NA,NA,"2018-07-02","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,500,NA,NA,"under 1000","","no",NA,"https://29.ru/text/gorod/448735171862534.html","https://www.solidarnost.org/news/_Ruki_proch__ot_severnyh_pensiy___piket_v_Arhangel_ske_sobral_500_chelovek.html","","СМИ","mass media"
"38","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"AOSD Building","Здание АОСД",0,0,0,0,"2018-07-11","одиночный пикет","single picket",0,"Jabloko","«Яблоко»",NA,1,1,NA,1,NA,1,7,NA,NA,"less 50","","no",NA,"https://29.ru/text/politics/65137551/","","","СМИ","mass media"
"39","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Solovetskij Kamen' Monument","Соловецкий Камень",NA,NA,NA,NA,"2018-07-14","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,200,NA,NA,"several hundreds","","no",NA,"https://29.ru/text/politics/65150111/","http://www.kprf-arh.ru/novosti/narod-protiv-pensionnoy-reformy-v-arkhangelske-sostoyalsya-miting-protesta/","","и то и то","both"
"40","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Mikrorajon «Sul'fat» (rayon)","Микрорайон «Сульфат»",8473,6101,13087.2151887357,2650,"2018-09-04","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,350,200,500,"several hundreds","","no",NA,"https://7x7-journal.ru/articles/2018/09/05/nadoelo-tak-zhit-budu-golosovat-serdcem-arhangelskie-profsoyuzy-podderzhali-protesty-protiv-pensionnoj-reformy","http://tv29.ru/new/index.php/bk-obshchestvo-2/16601-profsoyuzy-organizuyut-mitingi-protesta","https://nevnov.ru/region/Arkhangelsk/589499-v-arkhangelske-proshel-miting-protiv-pensionnoi-reformy","СМИ","mass media"
"41","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Lenin monument","Памятник В.И. Ленину",7470,5378,8721.61372181794,2125,"2018-09-06","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://29.ru/text/gorod/65357971/","https://yandex.ru/maps/20/arhangelsk/?ll=40.516062%2C64.539645&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=11","","СМИ","mass media"
"42","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Krasnaja Pristan'","Красная Пристань",NA,NA,884.90820640929,550,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,1,450,300,600,"several hundreds","","no",NA,"https://vk.com/9sep_arh","https://нд29.рф/2018/09/09/в-день-выборов-жители-архангельска-пр/","https://29.ru/text/gorod/65366711/","и то и то","both"
"43","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"","",NA,NA,NA,NA,"2018-09-20","одиночный пикет","single picket",0,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"","","no",NA,"http://www.sovprofpskov.ru/archives/52886","","","СМИ","mass media"
"44","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Arhangelsk","Архангельск",40.515762,64.539911,11701000,348343,"Lenin monument","Памятник В.И. Ленину",7470,5378,8721.61372181794,2125,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,60,NA,NA,"under 100","","no",NA,"http://dvinatoday.ru/photo/nemnogochislennyy-miting-kprf-protiv-pensionnoy-reformy-proshyel-v-arkhangelske/","https://29.ru/text/gorod/65419611/","https://www.leftfront.org/?p=7358","и то и то","both"
"45","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Kargopol'","Каргополь",38.948166,61.505339,11618101,10037,"","",NA,NA,NA,NA,"2018-07-02","митинг","rally",NA,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"","","no",NA,"https://severodvinsk.bezformata.com/listnews/vstali-piketom/68082861/","","","СМИ","mass media"
"46","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Kargopol'","Каргополь",38.948166,61.505339,11618101,10037,"Lenina Street, 89a","ул. Ленина, 89а",667,480,1020.35459647535,4025,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","https://pressaparte.ru/news/importantly/1603/","","блог","blog"
"47","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Korjazhma","Коряжма",47.159864,61.315335,11708000,36224,"","",NA,NA,NA,NA,"2018-07-02","митинг","rally",NA,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"","","no",NA,"https://severodvinsk.bezformata.com/listnews/vstali-piketom/68082861/","","","СМИ","mass media"
"48","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Novodvinsk","Новодвинск",40.82083,64.413687,11715000,38082,"Stadion Motor","Стадион Мотор",0,0,0,0,"2018-07-10","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://29.ru/text/gorod/65135031/","","","СМИ","mass media"
"49","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Severodvinsk","Северодвинск",39.823781,64.563386,11730000,182291,"Truda Street and Lomonosova Street crossing","Прекресток ул. Труда и ул.Ломоносова",1793,1291,2204.2338909797,945,"2018-06-23","пикет","mass picket",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,20,NA,NA,"less 50","","no",NA,"http://tv29.ru/new/index.php/bk-obshchestvo-2/15943-vlast-vyn-dengi-pensionerov-iz-karmanov-oligarkhov-i-korruptsionerov-v-severodvinske-sostoyalsya-piket-protiv-povysheniya-pensionnogo-vozrasta","","","СМИ","mass media"
"50","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Severodvinsk","Северодвинск",39.823781,64.563386,11730000,182291,"Lenin monument","Памятник В.И. Ленину",407,293,407,293,"2018-07-10","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,1,NA,125,100,150,"several hundreds","","no",NA,"https://rossaprimavera.ru/news/7e494aa9","","","СМИ","mass media"
"51","North West","Северо-Западный","Arkhangelsk Region","Архангельская область","Severodvinsk","Северодвинск",39.823781,64.563386,11730000,182291,"Dvorets Molodezhi «Stroitel'» (Culture Center)","Дворец Молодежи «Строитель»",10909,7855,14055.6925878684,4120,"2018-09-04","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,300,NA,NA,"several hundreds","","no",NA,"http://tv29.ru/new/index.php/bk-obshchestvo-2/16601-profsoyuzy-organizuyut-mitingi-protesta","https://nevnov.ru/region/Arkhangelsk/589499-v-arkhangelske-proshel-miting-protiv-pensionnoi-reformy","https://29.ru/text/gorod/65324041/","СМИ","mass media"
"52","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Administartion building","Здание областной Думы",1014,730,1483.15096178197,748,"2018-06-21","пикет","mass picket",0,"Judicial Russia","Справедливая Россия",NA,NA,NA,1,NA,NA,NA,55,50,60,"under 100","","no",NA,"https://www.kavkaz-uzel.eu/articles/321994/","","","СМИ","mass media"
"53","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Park Druzhba","Парк Дружба",750,540,1161.99731558023,613,"2018-06-23","митинг","rally",0,"CPRF","КПРФ",1,1,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://www.kavkaz-uzel.eu/articles/322106/","","","СМИ","mass media"
"54","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"","",NA,NA,NA,NA,"2018-06-29","митинг","rally",1,"Judicial Russia","Справедливая Россия",1,1,NA,1,NA,1,1,2000,NA,NA,"more 1000","","no",NA,"https://www.instagram.com/p/BkpzkM4gDGd/?utm_source=ig_embed","https://www.kavkaz-uzel.eu/articles/325704/","https://regnum.ru/news/polit/2440627.html","и то и то","both"
"55","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Volodarskogo Street","ул. Володарского",1066,768,1973.38946203441,712,"2018-07-12","митинг","rally",0,"Activists","Активисты",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://yandex.ru/maps/?ll=81.689226%2C53.505908&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=3.03","https://7plustv.ru/News/2018/07/12/32649","","и то и то","both"
"56","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Tsentral'naja Square","Центральная  Площадь",0,0,0,0,"2018-07-25","митинг","rally",NA,"LDPR","ЛДПР",NA,1,NA,1,NA,NA,NA,70,NA,NA,"under 100","","no",NA,"https://ast-news.ru/node/astrakhanskaya-oppozitsiya-provela-malochislennyy-miting-protiv-pensionnoy-reformy/","","","СМИ","mass media"
"57","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Skver Kirova (park)","Сквер имени Кирова",732,527,923.284058236961,602,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,1,NA,1,NA,NA,NA,450,400,500,"several hundreds","","no",NA,"https://www.kavkaz-uzel.eu/articles/325704/","https://www.kavkaz-uzel.eu/articles/323609/","","СМИ","mass media"
"58","South","Южный","Astrakhan Region","Астраханская область","Astrakhan","Астрахань",48.030178,46.347614,12701000,532699,"Skver Kirova (park)","Сквер имени Кирова",732,527,923.284058236961,602,"2018-09-02","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,1,NA,NA,NA,1500,NA,NA,"more 1000","","no",NA,"https://www.kavkaz-uzel.eu/articles/325704/","https://www.kommersant.ru/doc/3730991","","СМИ","mass media"
