"","Federal_District_eng","Federal_District_rus","Region_eng","Region_rus","Settlement_eng","Settlement_rus","long_city","lat_city","oktmo","num_population","pr_location_eng","pr_location_rus","distance_pedestrian","duration_pedestrian","distance_masstransit","duration_masstransit","Date","pr_type_rus","pr_type_eng","agreement","Prime_Org_eng","Prime_Org_rus","actor_kprf","actor_ldpr","actor_naval","actor_jr","actor_yab","actor_trade","actor_other","pr_number_mean","pr_number_min","pr_number_max","pr_number_category","pr_arrest","pr_arrest_category","act_arrest","link_1","link_2","link_3","source_type_rus","source_type_eng"
"107","Central","Центральный","Bryansk Region","Брянская область","Sel'tso","Сельцо",34.105923,53.373966,15725000,16352,"Dom Kul'tury (Culture Center)","Дом Культуры",0,0,0,0,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://kprf32.com/news/22-sentyabrya-bryanskaya-oblast-gde-i-kogda-budut-protestovat-protiv-povysheniya-pensionnogo","","","блог","blog"
"108","Central","Центральный","Bryansk Region","Брянская область","Surazh","Сураж",32.393043,53.013891,15654101,10814,"","",NA,NA,NA,NA,"2018-07-28","отказ - не состоялся","refusal - did not take place",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/kprf32?w=wall-118694691_2123","","","блог","blog"
"109","Central","Центральный","Bryansk Region","Брянская область","Trubchevsk","Трубчевск",33.766082,52.579083,15656101,13695,"Local market","Рынок",0,0,0,0,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/kprf32?w=wall-118694691_2123","","","блог","blog"
"110","Central","Центральный","Bryansk Region","Брянская область","Unecha","Унеча",32.670676,52.845115,15658101,23097,"Lenin Square","Площадь им. В.И. Ленина",10,7,10,7,"2018-08-01","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,150,NA,NA,"several hundreds","","no",NA,"https://rossaprimavera.ru/news/df8501dd","","","СМИ","mass media"
"111","Central","Центральный","Bryansk Region","Брянская область","Fokino","Фокино",34.415923,53.455436,15710000,12818,"Lenin Square","Площадь им. В.И. Ленина",32,23,32,23,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,50,NA,NA,"under 100","","no",NA,"https://rossaprimavera.ru/news/529a3f00","","","СМИ","mass media"
"112","Central","Центральный","Vladimir Region","Владимирская область","Aleksandrov","Александров",38.727621,56.397774,17605101,59328,"","",NA,NA,NA,NA,"2018-07-07","пикет","mass picket",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.kprf33.com/2018/07/15/%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B8%D0%BA%D0%B5%D1%82/","","","блог","blog"
"113","Central","Центральный","Vladimir Region","Владимирская область","Aleksandrov","Александров",38.727621,56.397774,17605101,59328,"Klub ""Iskozh""","Клуб ""Искож""",3815,2747,4496.39223568582,2146,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,150,150,150,"several hundreds","","no",NA,"http://33strausa.ru/obshenie/entry/9-новости/18595-митинг-против-повышения-пенсионного-возраста-(28.07.18).html","","","СМИ","mass media"
"114","Central","Центральный","Vladimir Region","Владимирская область","Aleksandrov","Александров",38.727621,56.397774,17605101,59328,"Klub ""Iskozh""","Клуб ""Искож""",3815,2747,4496.39223568582,2146,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
"115","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-06-27","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,150,150,150,"several hundreds","","no",NA,"http://tomiks33.ru/vg/novosti/lyudi-golosovali-za-nego-ne-dlya-togo-chtoby-on-takoe-tvoril-piket-protiv-pensionnoy-reformy/","https://twitter.com/KirIshutin/status/1011873006984073216","https://zebra-tv.ru/novosti/jizn/pomolchali-protiv-povysheniya-pensionnogo-vozrasta/","и то и то","both"
"116","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-06-30","митинг","rally",1,"Judicial Russia","Справедливая Россия",NA,NA,NA,1,NA,NA,NA,100,100,100,"several hundreds","","no",NA,"https://provladimir.ru/2018/07/02/v-vyhodnye-vo-vladimire-proshli-tri-pensionnyh-protesta/","","","СМИ","mass media"
"117","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"","",NA,NA,NA,NA,"2018-06-30","одиночный пикет","single picket",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://tomiks33.ru/vg/novosti/miting-vo-vladimire-protiv-povysheniya-pensionnogo-vozrasta-i-nds-onlayn/","https://provladimir.ru/2018/07/02/v-vyhodnye-vo-vladimire-proshli-tri-pensionnyh-protesta/","","СМИ","mass media"
"118","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-07-01","митинг","rally",1,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,200,200,200,"several hundreds","","no",NA,"http://tomiks33.ru/vg/novosti/miting-vo-vladimire-protiv-povysheniya-pensionnogo-vozrasta-i-nds-onlayn/","","","СМИ","mass media"
"119","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"","",NA,NA,NA,NA,"2018-07-17","отказ - не состоялся","refusal - did not take place",0,"Activists","Активисты",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://yandex.ru/maps/?ll=40.407030%2C56.129042&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=7","","","блог","blog"
"120","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1000,1000,1000,"more 1000","","no",NA,"http://tomiks33.ru/vg/novosti/aktivistu-iz-raduzhnogo-sobravshemu-miting-protiv-pensionnoy-reformy-grozili-podtochit-kolenku/","https://provladimir.ru/2018/07/28/vo-vladimire-proshel-tysjachnyj-miting-protiv-pensionnoj-reformy/","","СМИ","mass media"
"121","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-09-02","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,750,500,1000,"under 1000","","no",NA,"https://www.kommersant.ru/doc/3730991","https://provladimir.ru/2018/09/03/sotni-vladimircev-mitingovali-protiv-pensionnoj-reformy-i-putina/","","СМИ","mass media"
"122","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Tsentral'nyii Park","Центральный Парк",17556,12641,18185.8874265086,4054,"2018-09-02","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,30,30,30,"less 50","","no",NA,"https://provladimir.ru/2018/09/03/sotni-vladimircev-mitingovali-protiv-pensionnoj-reformy-i-putina/","","","СМИ","mass media"
"123","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"Oblastnaya filarmonia (theatre)","Областная филармония",0,0,0,0,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,1,150,150,150,"several hundreds","","no",NA,"https://provladimir.ru/2018/09/09/maksim-shevchenko-vystupil-na-mitinge-storonnikov-navalnogo-vo-vladimire/","","","СМИ","mass media"
"124","Central","Центральный","Vladimir Region","Владимирская область","Vladimir","Владимир",40.406635,56.129057,17701000,356168,"","",NA,NA,NA,NA,"2018-09-22","одиночный пикет","single picket",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.ng.ru/politics/2018-09-23/3_7316_kprf.html","https://provladimir.ru/2018/09/20/vo-vladimire-kommunisty-vyjdut-na-pikety-iz-za-zapreta-mitinga-po-pensionnoj-reforme/","","СМИ","mass media"
"125","Central","Центральный","Vladimir Region","Владимирская область","Gorohovets","Гороховец",42.691203,56.2017,17615101,12948,"","",NA,NA,NA,NA,"2018-09-01","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/vladimirskaya-oblast-vyihodit-na-mitingi-protiv-povyisheniya-pensionnogo-vozrasta/","","","СМИ","mass media"
"126","Central","Центральный","Vladimir Region","Владимирская область","Kovrov","Ковров",41.310933,56.362506,17725000,138552,"Sennaya Square","Сенная Площадь",2066,1487,2502.16287265904,1262,"2018-08-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/vladimirskaya-oblast-vyihodit-na-mitingi-protiv-povyisheniya-pensionnogo-vozrasta/","","","СМИ","mass media"
"127","Central","Центральный","Vladimir Region","Владимирская область","Kol'chugino","Кольчугино",39.376051,56.293906,17640101,43543,"Dom Kul'tury (Culture Center)","Дом Культуры",1107,797,1519.61408892499,4283,"2018-09-02","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/kak-rayonnyie-goroda-vladimirskoy-oblasti-mitingovali-protiv-pensionnoy-reformyi/","","","СМИ","mass media"
"128","Central","Центральный","Vladimir Region","Владимирская область","Murom","Муром",42.052411,55.579174,17735000,109809,"Beljakova Square","Площадь Белякова",1050,756,1572.27667725287,872,"2018-09-02","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,300,300,300,"several hundreds","","no",NA,"https://molva33.ru/kak-rayonnyie-goroda-vladimirskoy-oblasti-mitingovali-protiv-pensionnoy-reformyi/","","","СМИ","mass media"
"129","Central","Центральный","Vladimir Region","Владимирская область","Murom","Муром",42.052411,55.579174,17735000,109809,"Beljakova Square","Площадь Белякова",1050,756,1572.27667725287,872,"2018-09-02","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/vladimirskaya-oblast-vyihodit-na-mitingi-protiv-povyisheniya-pensionnogo-vozrasta/","","","СМИ","mass media"
"130","Central","Центральный","Vladimir Region","Владимирская область","Murom","Муром",42.052411,55.579174,17735000,109809,"Beljakova Square","Площадь Белякова",1050,756,1572.27667725287,872,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://pressaparte.ru/news/importantly/1603/","https://vk.com/wall-26362316_824228","","и то и то","both"
"131","Central","Центральный","Vladimir Region","Владимирская область","Raduzhnyj","Радужный",40.332605,55.995659,71877000,43726,"Torgovaya Square","Торговая Площадь",0,0,0,0,"2018-07-22","митинг","rally",1,"Navalny","Навальный",1,NA,1,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://news.myseldon.com/ru/news/index/192486138","http://tomiks33.ru/vg/novosti/aktivistu-iz-raduzhnogo-sobravshemu-miting-protiv-pensionnoy-reformy-grozili-podtochit-kolenku/","","СМИ","mass media"
"132","Central","Центральный","Vladimir Region","Владимирская область","Sobinka","Собинка",40.017736,55.993379,17650101,18059,"Dimitrova Street, 8","ул. Димитрова, 8",152,109,152,109,"2018-09-02","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/kak-rayonnyie-goroda-vladimirskoy-oblasti-mitingovali-protiv-pensionnoy-reformyi/","https://molva33.ru/vladimirskaya-oblast-vyihodit-na-mitingi-protiv-povyisheniya-pensionnogo-vozrasta/","","СМИ","mass media"
"133","Central","Центральный","Vladimir Region","Владимирская область","Sudogda","Судогда",40.856295,55.949884,17652101,10527,"Lenina Street, 54","ул. Ленина, 54",260,187,260,187,"2018-09-02","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,21,21,21,"less 50","","no",NA,"https://molva33.ru/kak-rayonnyie-goroda-vladimirskoy-oblasti-mitingovali-protiv-pensionnoy-reformyi/","","","СМИ","mass media"
"134","Central","Центральный","Vladimir Region","Владимирская область","Sudogda","Судогда",40.856295,55.949884,17652101,10527,"Lenina Street, 54","ул. Ленина, 54",260,187,260,187,"2018-09-02","митинг","rally",1,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://molva33.ru/vladimirskaya-oblast-vyihodit-na-mitingi-protiv-povyisheniya-pensionnogo-vozrasta/","","","СМИ","mass media"
"135","Central","Центральный","Vladimir Region","Владимирская область","Jur'ev-Pol'skiy","Юрьев-Польский",39.680823,56.49925,17656101,18610,"""RСKD""","""РЦКД""",0,0,0,0,"2018-07-08","митинг","rally",1,"Navalny","Навальный",1,1,1,NA,NA,NA,NA,100,100,100,"several hundreds","","no",NA,"http://tomiks33.ru/vg/novosti/miting-protiv-pensionnoy-reformy-v-yurev-polskom-agitatsiya-zhirinovtsev-i-zapugivanie-navalnovtsev/","https://progorod33.ru/news/42750","","СМИ","mass media"
"136","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"","",NA,NA,NA,NA,"2018-07-01","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"Kommunisty Rossii","Коммунисты России",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.kavkaz-uzel.eu/articles/322435/","","","СМИ","mass media"
"137","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Tsaritsynskaya opera (theatre)","Царицынская опера",3432,2471,5044.08357174999,1962,"2018-07-26","митинг","rally",1,"Trade Unions","Профсоюзы",NA,1,NA,1,NA,1,NA,1500,NA,NA,"more 1000","","no",NA,"https://www.kavkaz-uzel.eu/articles/323543/","https://bloknot-volgograd.ru/news/v-volgograde-proshel-massovyy-miting-protesta-prot-999300","https://vk.com/wall-73470651?q=протест&w=wall-73470651_5359","и то и то","both"
"138","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Metallurgov Square","Площадь Металлургов",7649,5507,7793.92542584577,1495,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,1350,700,2000,"more 1000","","no",NA,"https://novostivolgograda.ru/news/politics/28-07-2018/volgogradskie-kommunisty-na-mitinge-prigrozili-vygnat-edinorossov-iz-dumy","https://news.myseldon.com/ru/news/index/192486138","https://kprf.ru/actions/kprf/177788.html","и то и то","both"
"139","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"","",NA,NA,NA,NA,"2018-07-28","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"Kommunisty Rossii","Коммунисты России",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://volga-kaspiy.ru/politics/kommunisty-rossii-so-vtoroy-popytki-vyydut-na-miting.html/","","","СМИ","mass media"
"140","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"","",NA,NA,NA,NA,"2018-07-31","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"Other","Другое",NA,NA,NA,NA,NA,NA,1,5,NA,NA,"less 50","","no",NA,"https://www.kavkaz-uzel.eu/articles/323705/","","","СМИ","mass media"
"141","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Tsaritsynskaya opera (theatre)","Царицынская опера",3432,2471,5044.08357174999,1962,"2018-08-11","митинг","rally",1,"Kommunisty Rossii","Коммунисты России",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://volga-kaspiy.ru/politics/kommunisty-rossii-so-vtoroy-popytki-vyydut-na-miting.html/","https://v1.ru/text/gorod/65278301/","","СМИ","mass media"
"142","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"40-let VLKSM Street","ул. 40-лет ВЛКСМ",36104,25995,36895.5165149767,5518,"2018-08-16","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,1,NA,100,NA,NA,"several hundreds","","no",NA,"https://volga-kaspiy.ru/conflict/mitinguyuschie-protiv-pensionnoy-reformy-potrebovali-otstavki-deputatov.html/","https://krivoe-zerkalo.ru/content/ocherednoj-miting-protiv-pensionnoj-reformy-projdet-v-krasnoarmejskom-rajone.html","https://v1.ru/text/gorod/65278301/","СМИ","mass media"
"143","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Metallurgov Square","Площадь Металлургов",7649,5507,7793.92542584577,1495,"2018-08-30","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,1,NA,1000,NA,NA,"more 1000","","no",NA,"https://www.kavkaz-uzel.eu/articles/324805/","https://kprf.ru/actions/kprf/178634.html","","СМИ","mass media"
"144","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"","",NA,NA,NA,NA,"2018-09-07","митинг","rally",0,"Other","Другое",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.ng.ru/politics/2018-08-29/100_volgograd290818.html","","","СМИ","mass media"
"145","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Lenin Square","Площадь им. В.И. Ленина",1534,1105,1569.85554414332,450,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,350,NA,NA,"several hundreds","16","yes",1,"https://www.kavkaz-uzel.eu/articles/325203/","https://vk.com/9sep_vlg?w=wall-169807740_119","","и то и то","both"
"146","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"","",NA,NA,NA,NA,"2018-09-11","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,1,3,NA,NA,"less 50","","no",NA,"https://www.kavkaz-uzel.eu/articles/325289/","","","СМИ","mass media"
"147","South","Южный","Volgograd Region","Волгоградская область","Volgograd","Волгоград",44.516975,48.707067,18701000,1030400,"Metallurgov Square","Площадь Металлургов",7649,5507,7793.92542584577,1495,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,200,NA,NA,"several hundreds","","no",NA,"https://www.kavkaz-uzel.eu/articles/325289/","https://bel.ru/news/city/22-09-2018/kommunisty-mitingovali-protiv-povysheniya-pensionnogo-vozrasta-menshim-sostavom","https://novostivolgograda.ru/news/politics/22-09-2018/volgogradskie-kommunisty-obvinili-izbirateley-v-svoyom-provale-na-vyborah","СМИ","mass media"
"148","South","Южный","Volgograd Region","Волгоградская область","Volzhskiy","Волжский",44.751229,48.786127,18710000,326841,"Lenin Square","Площадь им. В.И. Ленина",83,60,83,60,"2018-07-27","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1500,1000,2000,"more 1000","","no",NA,"https://www.kavkaz-uzel.eu/articles/323578/","http://www.ahtuba34.ru/news/economy/news_of_economy/v_volzhskom_uchastniki_mitinga_protiv_povysheniya_pensionnogo_vozrasta_potrebovali_otstavki_pravitel/","","СМИ","mass media"
"149","South","Южный","Volgograd Region","Волгоградская область","Volzhskiy","Волжский",44.751229,48.786127,18710000,326841,"Stadium imeni Loginova","Стадион имени Логинова",0,0,0,0,"2018-08-30","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,300,NA,NA,"several hundreds","","no",NA,"https://v102.ru/news/75320.html","https://volga-kaspiy.ru/politics/kommunistam-razreshili-mitingovat-protiv-pensionnoy-reformy.html/?WPACFallback=1&WPACRandom=1603766903122","https://www.kavkaz-uzel.eu/articles/324833/","СМИ","mass media"
"150","South","Южный","Volgograd Region","Волгоградская область","Volzhskiy","Волжский",44.751229,48.786127,18710000,326841,"","",NA,NA,NA,NA,"2018-09-07","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,40,NA,NA,"less 50","","no",NA,"https://v1.ru/text/gorod/65363271/","","","СМИ","mass media"
"151","South","Южный","Volgograd Region","Волгоградская область","Danilovka","Даниловка",44.118366,50.36076,18606151,4549,"","",NA,NA,NA,NA,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,13,NA,NA,"less 50","","no",NA,"https://v1.ru/text/gorod/65420251/","","","СМИ","mass media"
"152","South","Южный","Volgograd Region","Волгоградская область","Zhirnovsk","Жирновск",44.778843,50.978718,18612101,15516,"","",NA,NA,NA,NA,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,13,NA,NA,"less 50","","no",NA,"https://v1.ru/text/gorod/65420251/","","","СМИ","mass media"
"153","South","Южный","Volgograd Region","Волгоградская область","Kalach-na-Donu","Калач-на-Дону",43.538243,48.682001,18616101,24092,"","",NA,NA,NA,NA,"2018-07-14","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://www.kavkaz-uzel.eu/articles/323021/","https://otr-online.ru/news/miting-protiv-pensionnoy-reformy-proveli-v-kalache-na-donu-107599.html","","СМИ","mass media"
"154","South","Южный","Volgograd Region","Волгоградская область","Kalach-na-Donu","Калач-на-Дону",43.538243,48.682001,18616101,24092,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://bloknot-kamyshin.ru/news/kalachevtsy-v-volgogradskoy-obalsti-sobralis-na-mi-999922","","","СМИ","mass media"
"155","South","Южный","Volgograd Region","Волгоградская область","Kalach-na-Donu","Калач-на-Дону",43.538243,48.682001,18616101,24092,"","",NA,NA,NA,NA,"2018-09-22","отказ - серия одиночных пикетов","refusal - seria of single pickets",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"http://gg34.ru/news/policy/28227-kalach-na-donu-podderzhal-vserossijskuyu-aktsiyu-protesta.html","https://www.kavkaz-uzel.eu/articles/325708/","","СМИ","mass media"
"156","South","Южный","Volgograd Region","Волгоградская область","Kamyshin","Камышин",45.402166,50.085287,18715000,115070,"Pavshih bortsov Square","Площадь Павших борцов",20,14,20,14,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,1,NA,NA,NA,1,NA,600,NA,NA,"under 1000","","no",NA,"http://infokam.su/n33405.html","","","СМИ","mass media"
"157","South","Южный","Volgograd Region","Волгоградская область","Kamyshin","Камышин",45.402166,50.085287,18715000,115070,"Pavshih bortsov Square","Площадь Павших борцов",20,14,20,14,"2018-09-02","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,200,NA,NA,"several hundreds","","no",NA,"https://infokam.su/n33823.html","","","СМИ","mass media"
"158","South","Южный","Volgograd Region","Волгоградская область","Kamyshin","Камышин",45.402166,50.085287,18715000,115070,"Pavshih bortsov Square","Площадь Павших борцов",20,14,20,14,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://infokam.su/n34040.html","","","СМИ","mass media"
"159","South","Южный","Volgograd Region","Волгоградская область","Mihajlovka","Михайловка",43.23445,50.07938,18720000,58221,"","",NA,NA,NA,NA,"2018-07-14","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://www.youtube.com/watch?v=Zi7eHj8MVKk","","","блог","blog"
"160","South","Южный","Volgograd Region","Волгоградская область","Frolovo","Фролово",43.649185,49.765605,18728000,43326,"","",NA,NA,NA,NA,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,26,NA,NA,"less 50","","no",NA,"https://v1.ru/text/gorod/65420251/","","","СМИ","mass media"
"161","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Babaevo","Бабаево",35.937768,59.389227,19605101,11493,"","",NA,NA,NA,NA,"2018-07-17","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,400,300,500,"several hundreds","","no",NA,"https://www.youtube.com/watch?v=G3VizrJ-jx8","https://7x7-journal.ru/articles/2018/07/28/nekotorye-mashinisty-za-dengi-prohodyat-komissii-chtoby-do-pensii-dorabotat-v-vologodskoj-oblasti-proshel-desyatyj-za-nedelyu-miting-protiv-pensionnoj-reformy","","и то и то","both"
"162","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Babaevo","Бабаево",35.937768,59.389227,19605101,11493,"Rynochnaya Square","Рыночная Площадь",0,0,0,0,"2018-09-23","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
"163","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Belozersk","Белозерск",37.792456,60.032074,19610101,8786,"Torgovaja Square","Торговая Площадь",3,2,3,2,"2018-07-26","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://com-forum.ru/forum/index.php?topic=17844.100;wap2","","","СМИ","mass media"
"164","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Borisovo-Sudskoe","Борисово-Судское",36.001099,59.905136,19605408,1588,"","",NA,NA,NA,NA,"2018-08-14","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://samolet.media/posts/3363","https://www.youtube.com/watch?v=jo3kZ0iUnCk&list=PLXYeGSKIy7d4o7-zjPo7WI40O_LSIHaIi&index=7","","и то и то","both"
"165","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Velikiy Ustug","Великий Устюг",46.297849,60.761156,19614101,31475,"Lenin Square","Площадь им. В.И. Ленина",660,475,660,475,"2018-07-27","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://com-forum.ru/forum/index.php?topic=17844.100;wap2","","","блог","blog"
"166","North West","Северо-Западный","Vologodskaya Oblast","Вологодская область","Velikiy Ustug","Великий Устюг",46.297849,60.761156,19614101,31475,"Lenin Square","Площадь им. В.И. Ленина",660,475,660,475,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
